COUNTRY,COUNTRY_GRP,SEX,YEAR,VALUE
ESP,,ALL,2010,25
SWE,,ALL,2010,10
CHE,,ALL,2010,17
TJK,,ALL,2010,22
MKD,,ALL,2010,19
TUR,,ALL,2010,9
TKM,,ALL,2010,8
UKR,,ALL,2010,29
GBR,,ALL,2010,15
UZB,,ALL,2010,33
,WHO_EURO,ALL,2010,19
,EU_BEFORE_MAY2004,ALL,2010,16
,EU_AFTER_MAY2004,ALL,2010,15
,CIS,ALL,2010,25
,CARINFONET,ALL,2010,30
,SEEHN,ALL,2010,17
,NORDIC,ALL,2010,10
,SMALL,ALL,2010,23
ALB,,ALL,2011,
AND,,ALL,2011,
ARM,,ALL,2011,25
AUT,,ALL,2011,15
AZE,,ALL,2011,44
BLR,,ALL,2011,39
BEL,,ALL,2011,12
BIH,,ALL,2011,10
BGR,,ALL,2011,19
HRV,,ALL,2011,17
CYP,,ALL,2011,
CZE,,ALL,2011,13
DNK,,ALL,2011,7
EST,,ALL,2011,12
FIN,,ALL,2011,10
FRA,,ALL,2011,12
GEO,,ALL,2011,33
DEU,,ALL,2011,12
GRC,,ALL,2011,29
HUN,,ALL,2011,
ISL,,ALL,2011,5
IRL,,ALL,2011,11
ISR,,ALL,2011,31
ITA,,ALL,2011,28
KAZ,,ALL,2011,40
KGZ,,ALL,2011,10
LVA,,ALL,2011,13
LTU,,ALL,2011,28
LUX,,ALL,2011,16
MLT,,ALL,2011,13
MCO,,ALL,2011,29
MNE,,ALL,2011,28
NLD,,ALL,2011,9
NOR,,ALL,2011,14
POL,,ALL,2011,12
PRT,,ALL,2011,16
MDA,,ALL,2011,14
ROU,,ALL,2011,11
RUS,,ALL,2011,21
SMR,,ALL,2011,
SRB,,ALL,2011,28
SVK,,ALL,2011,
SVN,,ALL,2011,24
ESP,,ALL,2011,26
SWE,,ALL,2011,11
CHE,,ALL,2011,18
TJK,,ALL,2011,20
MKD,,ALL,2011,19
TUR,,ALL,2011,9
TKM,,ALL,2011,7
UKR,,ALL,2011,32
GBR,,ALL,2011,15
UZB,,ALL,2011,32
,WHO_EURO,ALL,2011,19
,EU_BEFORE_MAY2004,ALL,2011,17
,EU_AFTER_MAY2004,ALL,2011,15
,CIS,ALL,2011,26
,CARINFONET,ALL,2011,29
,SEEHN,ALL,2011,17
,NORDIC,ALL,2011,10
,SMALL,ALL,2011,22
ALB,,ALL,2012,
AND,,ALL,2012,
ARM,,ALL,2012,26
AUT,,ALL,2012,15
AZE,,ALL,2012,43
BLR,,ALL,2012,40
BEL,,ALL,2012,12
BIH,,ALL,2012,10
BGR,,ALL,2012,20
HRV,,ALL,2012,18
CYP,,ALL,2012,
CZE,,ALL,2012,12
DNK,,ALL,2012,7
EST,,ALL,2012,12
FIN,,ALL,2012,11
FRA,,ALL,2012,12
GEO,,ALL,2012,32
DEU,,ALL,2012,12
GRC,,ALL,2012,30
HUN,,ALL,2012,
ISL,,ALL,2012,4
IRL,,ALL,2012,10
ISR,,ALL,2012,31
ITA,,ALL,2012,29
KAZ,,ALL,2012,40
KGZ,,ALL,2012,10
LVA,,ALL,2012,12
LTU,,ALL,2012,28
LUX,,ALL,2012,16
MLT,,ALL,2012,15
MCO,,ALL,2012,28
MNE,,ALL,2012,27
NLD,,ALL,2012,9
NOR,,ALL,2012,13
POL,,ALL,2012,13
PRT,,ALL,2012,17
MDA,,ALL,2012,13
ROU,,ALL,2012,11
RUS,,ALL,2012,20
SMR,,ALL,2012,
SRB,,ALL,2012,28
SVK,,ALL,2012,
SVN,,ALL,2012,25
ESP,,ALL,2012,26
SWE,,ALL,2012,10
CHE,,ALL,2012,18
TJK,,ALL,2012,22
MKD,,ALL,2012,19
TUR,,ALL,2012,9
TKM,,ALL,2012,8
UKR,,ALL,2012,28
GBR,,ALL,2012,15
UZB,,ALL,2012,30
,WHO_EURO,ALL,2012,19
,EU_BEFORE_MAY2004,ALL,2012,17
,EU_AFTER_MAY2004,ALL,2012,16
,CIS,ALL,2012,25
,CARINFONET,ALL,2012,28
,SEEHN,ALL,2012,17
,NORDIC,ALL,2012,10
,SMALL,ALL,2012,22
ALB,,ALL,2013,5
AND,,ALL,2013,
ARM,,ALL,2013,26
AUT,,ALL,2013,16
AZE,,ALL,2013,42
BLR,,ALL,2013,40
BEL,,ALL,2013,13
BIH,,ALL,2013,10
BGR,,ALL,2013,20
HRV,,ALL,2013,19
CYP,,ALL,2013,
CZE,,ALL,2013,12
DNK,,ALL,2013,
EST,,ALL,2013,13
FIN,,ALL,2013,9
FRA,,ALL,2013,12
GEO,,ALL,2013,32
DEU,,ALL,2013,12
GRC,,ALL,2013,30
HUN,,ALL,2013,
ISL,,ALL,2013,5
IRL,,ALL,2013,10
ISR,,ALL,2013,
ITA,,ALL,2013,29
KAZ,,ALL,2013,38
KGZ,,ALL,2013,10
LVA,,ALL,2013,13
LTU,,ALL,2013,27
LUX,,ALL,2013,15
MLT,,ALL,2013,14
MCO,,ALL,2013,
MNE,,ALL,2013,27
NLD,,ALL,2013,9
NOR,,ALL,2013,14
POL,,ALL,2013,13
PRT,,ALL,2013,18
MDA,,ALL,2013,14
ROU,,ALL,2013,12
RUS,,ALL,2013,21
SMR,,ALL,2013,
SRB,,ALL,2013,
SVK,,ALL,2013,
SVN,,ALL,2013,26
ESP,,ALL,2013,26
SWE,,ALL,2013,
CHE,,ALL,2013,19
TJK,,ALL,2013,22
MKD,,ALL,2013,19
TUR,,ALL,2013,9
TKM,,ALL,2013,7
UKR,,ALL,2013,27
GBR,,ALL,2013,15
UZB,,ALL,2013,26
,WHO_EURO,ALL,2013,19
,EU_BEFORE_MAY2004,ALL,2013,17
,EU_AFTER_MAY2004,ALL,2013,16
,CIS,ALL,2013,24
,CARINFONET,ALL,2013,26
,SEEHN,ALL,2013,18
,NORDIC,ALL,2013,10
,SMALL,ALL,2013,22
ALB,,ALL,2014,
AND,,ALL,2014,
ARM,,ALL,2014,
AUT,,ALL,2014,
AZE,,ALL,2014,
BLR,,ALL,2014,
BEL,,ALL,2014,
BIH,,ALL,2014,
BGR,,ALL,2014,
HRV,,ALL,2014,
CYP,,ALL,2014,
CZE,,ALL,2014,
DNK,,ALL,2014,
EST,,ALL,2014,
FIN,,ALL,2014,
FRA,,ALL,2014,12
GEO,,ALL,2014,
DEU,,ALL,2014,
GRC,,ALL,2014,
HUN,,ALL,2014,
ISL,,ALL,2014,5
IRL,,ALL,2014,9
ISR,,ALL,2014,
ITA,,ALL,2014,
KAZ,,ALL,2014,
KGZ,,ALL,2014,
LVA,,ALL,2014,
LTU,,ALL,2014,
LUX,,ALL,2014,15
MLT,,ALL,2014,16
MCO,,ALL,2014,
MNE,,ALL,2014,
NLD,,ALL,2014,
NOR,,ALL,2014,
POL,,ALL,2014,
PRT,,ALL,2014,
MDA,,ALL,2014,
ROU,,ALL,2014,
RUS,,ALL,2014,
SMR,,ALL,2014,
SRB,,ALL,2014,
SVK,,ALL,2014,
SVN,,ALL,2014,
ESP,,ALL,2014,
SWE,,ALL,2014,
CHE,,ALL,2014,
TJK,,ALL,2014,
MKD,,ALL,2014,
TUR,,ALL,2014,
TKM,,ALL,2014,
UKR,,ALL,2014,
GBR,,ALL,2014,16
UZB,,ALL,2014,
,WHO_EURO,ALL,2014,
,EU_BEFORE_MAY2004,ALL,2014,
,EU_AFTER_MAY2004,ALL,2014,
,CIS,ALL,2014,
,CARINFONET,ALL,2014,
,SEEHN,ALL,2014,
,NORDIC,ALL,2014,
,SMALL,ALL,2014,
ALB,,ALL,2015,
AND,,ALL,2015,
ARM,,ALL,2015,
AUT,,ALL,2015,
AZE,,ALL,2015,
BLR,,ALL,2015,
BEL,,ALL,2015,
BIH,,ALL,2015,
BGR,,ALL,2015,
HRV,,ALL,2015,
CYP,,ALL,2015,
CZE,,ALL,2015,
DNK,,ALL,2015,
EST,,ALL,2015,
FIN,,ALL,2015,
FRA,,ALL,2015,
GEO,,ALL,2015,
DEU,,ALL,2015,
GRC,,ALL,2015,
HUN,,ALL,2015,
ISL,,ALL,2015,
IRL,,ALL,2015,
ISR,,ALL,2015,
ITA,,ALL,2015,
KAZ,,ALL,2015,
KGZ,,ALL,2015,
LVA,,ALL,2015,
LTU,,ALL,2015,
LUX,,ALL,2015,
MLT,,ALL,2015,
MCO,,ALL,2015,
MNE,,ALL,2015,
NLD,,ALL,2015,
NOR,,ALL,2015,
POL,,ALL,2015,
PRT,,ALL,2015,
MDA,,ALL,2015,
ROU,,ALL,2015,
RUS,,ALL,2015,
SMR,,ALL,2015,
SRB,,ALL,2015,
SVK,,ALL,2015,
SVN,,ALL,2015,
ESP,,ALL,2015,
SWE,,ALL,2015,
CHE,,ALL,2015,
TJK,,ALL,2015,
MKD,,ALL,2015,
TUR,,ALL,2015,
TKM,,ALL,2015,
UKR,,ALL,2015,
GBR,,ALL,2015,
UZB,,ALL,2015,
,WHO_EURO,ALL,2015,
,EU_BEFORE_MAY2004,ALL,2015,
,EU_AFTER_MAY2004,ALL,2015,
,CIS,ALL,2015,
,CARINFONET,ALL,2015,
,SEEHN,ALL,2015,
,NORDIC,ALL,2015,
,SMALL,ALL,2015,
,,,,
Last update,2016.06.16 12:18:54 GMT,,,
Description,"Number of general paediatricians, per 100 000 population",,,
Reference link,https://dw.euro.who.int/api/v3/measures/CAH_16?lang=En,,,
,,,,
Copyright,,,,
© WHO Regional Office for Europe 2019. All rights reserved.,http://www.euro.who.int/en/home/copyright-notice,,,
